,id,comment_text,toxic
289,007e9c51523a40f2,Um that is your opinion i belive DBZ tenchaichi 3 and the last of the original bodikai for the PS2 bodikai 3 is just as good as virtua fighter tekken DOA and other well known fighting games So come into reality and notice that everything you think is fact that is just base on what you think is highly unimpaortant and is mediocre in the eyes of others that actually do research on the subject You havent even stated anything about the game itself you just started of by saying thats a crappy series OR its not any good LOL Anyway even if you did your research with hardcore evidence that say these games suck huge balls or is poo and the games are a craptistic series and user Sabishi Kage is indeed a suck up and a yes man that is not neaded here on wikipedia And also if you two are going to start an edit war over something that is not even related to this article and is childish as Kim Kusanagi paragraph maybe you to should exchange your yahoo user names or myspace user names or whatever to argue BUT not here on this DISSCUSSION PAGE And Kim Kusanagi when you screw things up you deserved to be bashed and even physically punishedWOW you need therapy about child hood realated issues buddy mabey its because of your dad your mom or possibly your grandfather beating on you That is obviously some words said by someone that needs help mentaly most likely due to incidents done when you were a child I mean who say or even type something like that You have only added a useless sentence to this page until you came up with this paragraph that shows you have anger issues you used to get beaten on and you belive what you say goes without any research more clearly without say Get your facts straight LOL   ,no
291,007f127a7114cb74,No Sandstein it is not derogatory Just because it is not your viewpoint does not change the fact that it is FACTUAL If it wasnt the terminology would not exist So get your facts straight before you comment on anything,no
294,007f4366a62d5970, if the photo is deleted another troll or the same one will simply put it back   unfortunaly trolls are everywhere we just have to be pantient and follow wikipedia policies and etiquete ,no
300,008171d59b2f6949,But right now the book is more notable The film isnt out yet,no
302,0081b14d79f54b31,we hate america and we are going to bomb the shit out of there cities Quezas will rain,yes
305,00842d1024b19972, Bold textYOU SUCK     U SUCK HANNAH MONTANA,yes
307,0085bb3cfa3babc6,REDIRECT TalkThe Amazing Race 20,no
313,00881f5dfc5626a1,Moi Ego I am mortified that you could say such a thing  poor old Mona I always thiught she was a miserable looking woman  probably hormonal,yes
321,008aefc9605919fb,  The point is that strains and breeds are not social concepts they are the result of selective breeding in plants and animals very different from the human concept of race  Species even more so no human intervention at all but rather a function of biology  A 1966 source isnt going to work here and though  was well rather grumpy you did ask if you were being silly to suggest this and the answer is yes you are   ,no
325,008be84e2a8476de,   The current Gauntlet to be run   While  encourages us to be bold there are drawback in controversial articles  It helps to know who will tend to revert  Based on Archive 44 here is the list            more of a commentator than a reverter,no
326,008c3875d1e3db70,Unfortunately the site you took the text from suffers from really poor grammar and spelling,no
328,008d544fc61fb478, see Axial tilt,no
333,008eb47c4684d190,  So on the tenth anniversary of 911 New York Times columnist Paul Krugman delivered the odious piece of dribble ever on the attack  well at least since the last time he wrote about it The headline is quote The Years of Shame end quote And no its not directed at radical Islam Instead he targets America and the quote fake heroes Krugman claims that the atrocity has been hijacked The sick word given that hes not actually talking about the real hijackers who killed some 3000 Americans No hes referring to people like George Bush and Rudy Giuliani who he thinks capitalized on the horrible crimes But the worst part at the end of this column the creep writes Im not going to allow comments on the post for obvious reasons That obvious reason hes a coward I mean why else would you ban responses Hes like a 10yearold boy crankcalling all of us only to hang up even before he hears a response hearing his shame for his own wickedness Now I watch the memorial services and I feel sorrow for the families whose grief never really ends But since Im lousy at emotional reflection I usually avoid it But at least I can summarize what many feel today in nine words go to hell Paul Krugman you bearded bitter buffoon,yes
342,009361ecb09ca541,  Attention  This IP address  is registered to Merrimack Education Center and is shared by multiple users Comments left on this page may be received by other users of this IP and appear to be irrelevant Caution should be used when blocking this IP or reverting its contributions without checking  If you are an unregistered user operating from this address note that this need not necessarily be the IP address of your machine In many cases it turns out to be the IP address of a proxy server that communicates between your browser and the Wikimedia servers Such proxies are shared among a huge number of users compared to the number of persons using your particular machine If you are frustrated by irrelevant comments appearing here you can avoid them by creating an account for yourself    ,no
344,00940e2afabcd625,That site is full of people gnashing their teeth over the fact that theyve been banned from Wikipedia only a handful of the contributors there have routinely displayed well thought out and reasoned criticisms of Wikipedia  I wouldnt include thekohser in said handful ,no
345,00941d55104fbd87,UFO University Universiteti UFO  What is or was UFO University  Apparently you can still see a billboard with this name on it in Tirana and the UFO coffeehouse and other places take their name from it  What does the UFO stand for and what has become of it  Thanks,no
352,0095e2f6797e9b88, Well a very small portion of the Dragovisticas watershed is in Maceodnia The source of the Brankovacka reka its tributary is on the border of Serbia and Macedonia and a small area not more than few square kilometers of its drainage area is within Macedonia So I thought it should be noted However my map is detailed but old and it is possible that after corrections of the border in the 1990s the borderline leaves all of it within Serbia which if you look at the map would be natural But if you think it is not important it can be omitted,no
353,009658dc3a37e669,   RexGermanus   Greetings Im a little concerned about  who is so unrepentant about reverting Dutchlanguage 4 times in 26 hours that he has removed all Talk his own those of other users admins about his 48hr block from his userpage with the edit summaries apparently wikipedia hasnt got it any more and remove shameful wikipedic punishment That seems to fall into the category of Behavior that is unacceptable Do you think its worth pursuing this further  ,no
354,00966e21a96759a4,  Support I support the merge  ,no
356,0096a7935b878320,Cool Thanks Ill fix this  Tom,no
358,00970834255b5d67,   A barnstar for you    stylebackgroundcolor fdffe7 border 1px solid fceb92  rowspan2 styleverticalalign middle padding 5px    stylefontsize xlarge padding 3px 3px 0 3px height 15em  The Barnstar of Good Humor    styleverticalalign middle padding 3px  For that fantastic userpagehehehe      ,no
359,00978e3b8f542b9b, Anthony Browne in Political Correctness   Hello Im contacting you because the Anthony Browne bit you added to the article Political Correctness was removed httpsenwikipediaorgwindexphptitlePoliticalcorrectnessdiff690760560oldid690751090  If you would like to have it stay then come to the talk page and state so httpsenwikipediaorgwikiTalkPoliticalcorrectnessCivitasthinktankpamphlet  I for one am for it,no
361,00991697be5ed76a,Simple You are stupid,yes
363,0099cb91111b42ef,The only group the US is unambiguously supportive of is the Kurds,no
370,009ba60f01432c26,   You have my trust But trust me on this checkuser work will just eat you up burn you out and I guarantee youll hate it Seriously    ,no
371,009c9e3ef568aefb,  BLP  Ive removed some contentious unsourced material per WPBLP Could the editors who want to add this please cite some reliable sources here on talk Ive also semiprotected because the material was restored by an anon IP Many thanks   ,no
372,009d713f2af2ad50,   A little late but   Andy I just noticed this  I feel you should know that Sledge did not delete your comment I did Your post was not appropriate anywhere on Wikipedia even addressed to a troll or idiot   ,no
376,009f03897f22b7a7, and ISEP is incresing in prestige even more You should know Porto better and from were many big fish studied What a stupid conversation again,no
379,00a07ba2a7e7ea19,Great,no
387,00a475913f684e36, Islam and Slavery   Is WikipediaArticles for deletionIslam and Slavery  Would you care to vote Thx,no
392,00a5f35a6bd85da5,  We dont include honnorifics outside the intitial mention in the BLP of the person  It is clearly being used here to puff up the claim made by Krugman and it doesnt help that Krugman has turned from economist to partisan commentator over the past few years  Furthermore once you start including the honorrific titles of some you have include them for all  After your contentious discussion regarding Conservative above I would have thought you had come to some rational level of thought  Why should we not label Krugman a Liberal since he calls himself that and it is a dominant aspect of his opinion    ,no
394,00a74b2b2b85cb17,   Sleeper Woody Allen film   In view of its creator and star Woody Allen the movie Sleeper is satire of trends of the 1970s placed in a futuristic setting Im giving as an anachronism a reference to a historical event the abandonment of clerical celibacy by the Roman Catholic Church in which a character finds a 1990 newspaper that refers to the wife of the Pope having children Such would not happen for at least 24 years after the time suggested in the newspaper    Nobody says that this movie is orthodox science fiction note that tobacco and junk food have been found wholesome and organic foods have been found harmful in an Orwellian world but a reference to a 1990 event that is shown to be impossible because a prediction of an institutional change that does not happen for a significant time later becomes an anachronism after 1991   ,no
396,00a7b8f665496302,Referenced content removed too  Moonriddengirl decided to remove information cited to secondary news sources removing the sources   too This is all going a bit too far in my view and Id normally consider myself a deletionist,no
402,00ac1c2ef1f700f0, jjjjjjjjjjjjjjjjjjjjj   caguei aqui hihi,no
403,00ace04912f84306,  I think the i is lowercase Wikipedia capitalised the i most likely  ,no
404,00ad0323d9b31f21, Ill be there   ,no
406,00ad5a7363b9563c,I cant help but agree with you on both of the above points A live link properly cited referenceit goes in The POV is that its a fact,no
407,00ade84de7dcf996,jack dion really bikes karly so much he wants to do a jamiw on her,no
409,00ae5c763bca3cee, UTC   And I strongly agree We know nothing because pots regrettably cannot speak up to now And let me cancel   one more sentence Critics of these efforts object to the potential circularity of the logical basis since Kloekhorst and Kortlandt are both members of the Leiden School of IndoEuropean Linguistics and often write mutually supportive works because writing mutually supportive works may but must not necessarily imply circularity   0808 19 November 2012,no
410,00ae9d18545a8c16, Incorrect information about Bury Lawn School     Bury Lawn School was not founded by Rennee Soskin in 1970 as stated in your History section  Bury Lawn School was founded in the Spring of 1940 by Miss Iris Aylward Michell and Miss Katharine Myrtle Michell as in depth research and Webber Independent School will verify The School was sold in 1970 and continued to be run from the same address Bury Lawn Union Street Newport Pagnell until 1987 when it was moved to Milton Keynes where in 20102011 the name was changed to Webber Independent School  A K Michell,no
411,00af4bc0412fc6fa,You can keep reverting me to push your WPUndue viewpoints til I take it to WPBLPN if you want I wont discuss it any longer   馃椊,no
416,00b3813b966af7e8,what the hell are you doing,yes
418,00b553377d7d9832,   Thanks   Hi Pburka You dont know me but I just wanted to say thank you for this comment you made at ANEW regarding 155blues edit warring report against me for edits on my own talk page Believe it or not she also reported my supposed edit warring at the vandalism noticeboard which of course was quickly dumped She has apparently been educated several times about what vandalism is but she continues to falsely accuse and report other editors of it And she ignored me when I educated her about WP3RR and WPNOT3RR I see that she also issued you a bogus warning just above this thread without a signature yet again She doesnt know the difference between WPPROD and WPAFD which doesnt surprise me because she warned me about moving a warning  on my own talk page no less  that was actually a template The most concerning issue though is that she only has 300 or so edits  most of them in the past four months  and has shown a pattern of of rashly issuing warnings to and filing reports at various noticeboards about editors Even very experienced ones like yourself This pattern of hers seems to indicate that she prefers to go straight to noticeboards instead of having proper discussions with editors first even though some of the editors are vastly more experienced than her and the allegations are flawed Anyway just wanted to say thanks for the very onpoint comment you made   ,no
420,00b5a437917e8994, i rule u drule  lol   MediaExampleoggsfdgfanfui4ncdrrnrfkldlczskuf     43444 67829045871435894n  ffdkasflrewcsor vsporjcsOIEJFNMDKIFNSMmdifnrkv9rm40tmf04 43kf v jjfgjakfajdf    fjaflasdjfhaksdfhaehflkdkhfdlkahfuhfwehfiuyflewafuhyuifhefuyyyfyfyfyfyfyfyyfyfyfyfyfyfyfyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyaaaaaaaaaaaaaaaaaauipadfk4jshdjfhrejdBold textItalic textlink titleggggggggggggInsert nonformatted text hereMediaExampleoggMediaExampleoggLink titlelink titleLink titleItalic textBold textggBold text,no
424,00b68ad3b5608c61,Image source  Thank you for uploading ImageHP57Ajpg Its copyright status is unclear so it may have to be deleted Please leave a note on the image page about the source of the image Thank you,no
428,00b8c20aae3a3172,   A quick favour   Is there any chance you could do a quick source check for lbw Noone has asked for one but it is perhaps better to make sure all the boxes are ticked No problem if you dont have time And good to see cricketer on the front page   ,no
430,00b8ce2634736c91,  WOW They are sooooooo similar More similar than the Bulgarian and Hungarian flag or the Greek and British East India flag This is soooo interesting Please add this to the article so that human knowledge can be further enriched  ,no
432,00b99df10f7b0058,Can somebody please change the thrid placed teams qualifying to the 3rd qualifying round as it is not the playoff round Look ar at the 1415 champions league if you want proof and the 1213 ligue 1,no
434,00baba1768d3b7fb,You might notice that theres been some discussion of the topic above,no
437,00bbaedc072b0d95, Gay   Hes gay too It should be noted that he has a male partner,no
438,00bc58bfddedee17,remove the H from the balcony and load his sportscar onto a flatbed truck,no
443,00bcfa4c0af364e0,I am not joking,no
445,00bd66c9ef023f41,Being drunk made Gibson say what he really believes The little freak is a Nazi like his father and I hope he dies of lung cancer Soon,yes
447,00bdb71dbe1928ff,   IDSA Campaign   The article mentions some campaign stating As a result those with the resources begin dumping NeoGeo ROMs as fast as they can get their hands on them which only adds fuel to the IDSA campaigns fire The IDSA isnt mentioned anywhere else in the article and no link is provided to explain who they are Also the verb tenses in the content around this sentence are all in the present form Begin instead of began can instead of could leading me to think this section may have been plagiarized  Anybody have any insight   ,no
451,00beaf985926d722, A simple exercise,no
452,00bed655b5465fe8,On you statementThe current government of China is equally guilty I agree with you whole heartly My view or opinion or whatever you called you can see clearly on editions I contributed on 2008 Chinese milk scandal Put it this way I never did like communists,no
453,00bee0148b44976e,   Please do not vandalize pages as you did with this edit to Indigenous language If you continue to do so you will be blocked from editing   ,no
456,00bfb2da95778a19,I have merged the articles Hopefully few people will disagree with the edit under Trivia thats what it is for Windows 95 anyway Oh and thanks to SchmuckyTheCat for pointing out that its OOBE thus being in the OOBE folder    ,no
458,00c0239ad67647a2,  Reply  Thanks for the comment Look at Evans pg 2 for an example of the two being connected under the banner of optimism Also I am not sure I understand your argument Doesnt suggesting that the specific words nuclear optimism must appear in every reference would violate WPNAD Isnt that like saying that if a book only talks about cars then it is inappropriate to use as a reference for automobile And regardless why would this imply deletion rather than one of the other options  Thanks again   ,no
459,00c046cb3a07cd38,A few questions that need resolving regarding this article  1 Why the inclusion of the actions of individuals Surely the point of corporate behaviour is that it is the action of a corporation in itself although these actions may not always be the intended ourcome of any individuals involved Furthermore whilst the effects of corporate behaviour on individuals may be a useful sociological side effect I do not see this as central to the issue of corporate behaviour  2 I think an explicit division needs to be made between businesscapitalist corporations and noncapitalist corporations NGOs charities etc as I think the proposed rules of corporate behaviour can only be seen to apply to capitalist corporations  If noone disagrees with this would people like me to attempt these changes removal of references to indiviudals creation of distinction between business and nonbusiness coporations  Muppet317 121205,no
460,00c056846749159a,Born CarissaRae Manalang Artificio Birthday on the 16071997 Loves to model sing act and dance   Born and currently lives in England London Parents are both from the Philippines   Im a HUGE fan of Twilight and all the vampire and werewolf stuffIm also a fan of Ndubz Tynisha Keli and Nicole Scherzinger  Attended Our Lady Of Grace RC Primary School and is currently attending StUrsulas Humanities College School for Girls  Loves to watch fireworks and movies Enjoys being around her friends and family escpecially at parties  ,no
461,00c070a4753b0fa3,Hey shithead stop vandilizing articles,yes
463,00c0c355b819c5c2,Random u here just wanted to let everyone know that this entire deal is pathetic and I hope everyone who banned FearOfReprisal from making CORRECT EDITS to your insane and ignorant cause lose their editing privileges,no
465,00c33a48ebd3ae81,Not very happy with this lot either Temporary Highpoint II here,no
468,00c51e9624561017,  I think the MOTD is a waste of time  ,no
471,00c7134e4853d15c,The issue is not whether the conspiracy theory has validity but that it was being talked about Thats the point of the Strib reference  ,no
479,00cb17575d610e9b,Red Tape Bureaucracy Corruption Political corruption Bribery Extortion Graft Money Laundering all are part and parcel of Religon,no
483,00cbaa698658db93,Japanonly media  Eaglestorm and Dandy Sephy  As per WPMOSAM This section can include as appropriate separate subsections for information on the original version of the work as well as any related anime seriesOVAs manga novels movies video games and other media such as soundtracks and drama CDs  These sections should in general include the original release  broadcast information as applicable and English license and release  broadcast information    As per WPNPOV I am not attempting to remove the information that you feel is unimportant  ,no
484,00cbc079f3be0661, Freeway 2   Definitely one of the most difficult movies to watch  Necrophilia crack guns lesbians a crazy cult bondage bulimia prostitution you name it this movies got it  Oddly compelling sometimes unintentionally funny and altogether disturbing,no
485,00cce03a936b2f15, His paternal greatgreatgrandmother was a fullblooded Cherokee,no
487,00cd1030c4bba2db,why is this linked to Birmingham when it is pretty obviously in Dublin,no
488,00cdc8839cd25c6a,IMDb never actually stated Tammy Windsor and Karyn Kupcinet were the same person Strangely enough they were two separate entries that didnt connect one to the other and at some point they were merged My guess is someone emailed IMDb and claimed they were the same person and IMDb merged the two Regardless the statement is always something that bugged me and I agree that it should be removed once we get to that section,no
495,00cf862de0929a0d,vivek is a bad boy   BTech graduate,no
497,00cfd946fcc6f8ed,someone keeps editing this page and changing the track list i have the correct track list up ther eand i put sources and everything so sop changing it unless you can source it,no
501,00d1f3c7d05d2cc1, PS2 Version   I want the Japanese guy to upgrade the PS2 to PlayStation 2 HiDephinition I want him to fight back Xbox 360 and my PS2 version will never give up This game may or may not be the best but we may have to find out  29 July 2006,no
502,00d249ce16467afd,Oppose it doesnt hurt to mention Bach some searching for just French Suites will find the same,no
505,00d28e652c955927,Glen Waverley Secondary College  Thanks for you great work in revising this page,no
511,00d57b29c91e12e4,  You sure did  Merry Christmas   styleborder 1px solid gray backgroundcolor fdffe7  rowspan2 valignmiddle    rowspan2   stylefontsize xlarge padding 0 verticalalign middle height 11em  The Original Barnstar    styleverticalalign middle bordertop 1px solid gray  For exceptional diligence in new page patrolling and the marking of vandalism for deletion it is my pleasure this day to bestow an Original barnstar on Newt Winkler  Thanks for your help     ,no
515,00d7f0eb5cb39817,or did you mean amn  aman   ,no
516,00d85af192f8bb8d,I dont understand this at all Laodah You put invisible markup in text thinking that this will prevent someone from changing it Guess what Bbb just did No there is no policy I think that says you cant do exactly what you were doing but we do have policies against disruption We also have a guideline on editors with a conflict of interestyour use of the first person plural suggests that you do,no
520,00daceec23dfcf6d,I refuse to be bullied Sorry Where did Masem and Jacobite break down my edits again A conspiracy againt me I was merely commenting on their behaviour I reached out to Fluff because he seems helpful more experienced as an admin and went through the same thing with you,no
521,00dc5e1c26ad4f0a,Kinseys methods are called into question by some but the impact of his study is actually listed by a few sources as a groundbreaking change in perception about sexuality and I seriously considered including it in the article Hookers study specifically asked men about their own selfsatisfaction and happiness I get your point  at least I think I do but Hookers work is cited regularly as the beginning of a change in ideas about homosexuality Im reflecting Hookers work with due weight since it is mentioned by the sources I read Ill be happy to take ideas about wording and syntax though,no
522,00dc76891bff594a,Thank God Im an atheist      ,no
529,00de8a9cd02ead94,This message is regarding the page Original position Please refrain from adding nonsense to Wikipedia  It is considered vandalism  If you would like to experiment use the sandbox,no
530,00defb8436ae67f5,  Alright Thank you 聽鈥斅犅? ,no
531,00df15b89bb602f7,I removed the section richestbest educated zip code  I didnt understand what it meant how can Waban be the richestbest educated zip code without being the richest  Also how do we define best educated  I looked at the census data for 02468 and there are lots of statistics that might mean best educated largest fraction with bachelors degrees smallest fraction of high school dropouts etc    Id be glad to see this section come back if someone could sharpen it to some verifiable fact and provide a reference  It would be very interesting if it were true that for instance Waban has a higher fraction of people with graduate degrees than any other zip code    The census bureau page for Waban is at  httpfactfindercensusgovservletQTTablebmygeoid86000US02468qrnameDEC2000SF3UDP2dsnameDEC2000SF3Ulangensseon   ,no
533,00dfada94844220d,where I feel like a man instead of an idiot,yes
535,00e04e5baea17bbb,An alternative to spamming talk pages  Actually WPRM is on my watchlist  A less antisocial alternative to spamming some thirty user talk pages as you appear to have done also one that is less likely to get you accused of trying to stack a vote is to place a notice on the hot topic watchlist ,no
538,00e241b734ce3a5f, jkdqpoiwjfijejj   fjoehoiklwlwllwlofiikekekkeiekekkejoikwjojfkjejoidjlakjkdjo dont use wikipedia it is evil leoijcjwflejfoijsljlkfjoiewjjeijwsiofujeoiwjfkldsjlkjfieisaoajfejoijidieljfiejaieeieilddosjflajoakjehfoijjejojoifheia,no
539,00e25e9a4033f710,As pointed out on Math Overflow httpmathoverflownetquestions11774differencebetweenequivalencerelationsonalgebraiccycles the definition of algebraic equivalence is not correct,no
541,00e2eaad1c2bf049,Will be editing the Andraka page   Please considering registering so your contributions can be noted and so you can better enter into this discussion as it develops  Le Prof,no
542,00e3f344cc9fef4a,Who is the man in the high castle,no
543,00e443af94ec9e5f,The true truth is that only my balls have official status in the Principality of Monaco Stupid  Warm musky regards  His Most Serene Highness Prince Scruffy Musky Coinpurse IV,yes
547,00e63294ad6bd4d7,Da si probao pro膷itati moje promjene vidio bi da sam neke stvari promjenio i da stalno mijenjam neke formulacije U zadnjem povratu si mi i izbrisao link na rezultate op膰inskih izbora iz 1990 Da li ti uop膰e 膷ita拧 te promjene U cijeloj diskusiji mi nisi dao niti jedan jedini argument da moje promjene ne stoje Po 膷emu sam ja odbacio sud u Hagu Po 膷emu i jedna moja promjena nije膷e bilo 拧to izre膷eno na Ha拧kom sudu Za Bla拧ki膰evu presudu nisam nigdje rekaoajde pro膷itaj jo拧 jedamput moje rije膷i da nije bilo zlo膷ina u Ahmi膰ima niti sam na nijedan na膷in uop膰e spomenuo ulogu RH u cijelom sukobu Rekao sam da se dr啪i拧 izjava iz Haga bez da ih dokazuje拧 Bilo je 啪albi u kojima su prija拧nje osude odba膷ene Npr Kupre拧ki膰i Ali sve od toga je totalno ne bitno za moje promjene Ima 5 stvari koje uporno brise拧po 555put  1 HDZ je pobjedio u ve膰ini op膰ina koje je htio uklju膷iti u HB ima拧 rezultat izbora na linku  2 za odcjepljenje i organiziranje nove vlasti je krivio neu膷inkovist vlasti u Sarajevu U 膷emu je problem Koja nova vlast pogotovo ako je pu膷isti膷ka ne krivi staru za sve probleme  3 HB je progla拧ena republikom za vrijeme 沤enevskih pregovora u kojima se raspravljalo o podjeli BiH na 3 etni膷ke republike Plan OwenStoltenberg Zar bi svaki pojedini pojam morao imati neki link a i linkovi koje sam ti dostavio o膷ito nisu prekorisni jer kada si me tra啪io rezultate izbora kasnije si tako i tako izbrisao re膷enicu i rekao da rezultatiuop膰e nisu bitni za拧to si me onda tra啪io izvore  4pri膷e o po膷etku rata Rat se rasplamsao nakon 拧to je Travni膷ki kanton dodijeljen Hrvatima i HVO poku拧ao o膷istiti A BiH iz njega tj sukobi oko zajedni膷kih vojnih snaga wanceowenow plan  5oko upotrebe simbola i novca Na sve te simbole Hrvati su imali pravo kao konstruktivni narod a 拧to se novca ti膷e glavna valuta je tijekom rata bila njema膷ka marka Siljenje u膷enika drugih naroda da se pridr啪avaju hrvatskog kurikuluma je protuustavno ali nisam imao vremena da to pravilno formuliram  Nijedna od ovih stvari nije i拧la na 拧tetu niti bosanske vlasti niti u opravdavanje HBa Sve stvari opisuju stanje kakvo je bilo na podru膷ju HBa od naseljavanja izbjeglica pa na dalje Jedina stvar koja bi eventualno mogla biti sporna je dio o hrvatskom strahu ali to tako膽er jo拧 nema ispravnu formulaciju Svaka promjena je u skladu s NPOV wikipedinom politikom a ne vidim za拧to bi za svaku od ovih stvari morao postojati konkretan link Minimalno 10 puta sam te pozvao da mi pomogne拧 oko formulacije svake od navedenih stvari umjesto da ih samo obri拧e拧 O kakvom doljevanju ulja na vatru govori拧 Ajde daj pro膷itaj jo拧 jedanput NPOV politiku  da li u njoj pi拧e da smije拧 citirati tu膽e mi拧ljenje bez da se sla啪e拧 s njime  Dio sa generalizacijom hrvatskog mi拧ljenja je mo啪da moja gre拧ka ali nikako ne uspjevam na膰i ispravnu formulaciju za situaciju u kojoj 8090 bira膷kog tijela bira pripadnike jedne stranke 膷ije je slu啪beno mi拧ljenje takvo i takvo Prepucavanje i flipflop oko neke stranice ne vodi apsolutno ni膷emu a pogotovo ne koristi wikipedije Mislim koja ti je stvar vra膰ati sve na staro usprkos svakom dokazu Na samom po膷etku diskusije si me tra啪io izvore za rezultate izbora 1990 ja ti ih po拧aljem a ti svejedno izbri拧e拧 re膷enicu za koju si tra啪io potkrijepu Ajde molim te probaj malo to pro膷itati i razmisliti o svemu re膷enomu Niti jedna od mojih namjera nije bila lo拧a niti slu啪i za nametanje tu膽eg mi拧ljenja niti opravdanju HBamilijunti put ve膰 pro拧irenju konteksta I ne shva膰am za拧to pri膷a拧 o izjavama iz bosanskih medija niti kako bi ne拧to bilo druga膷ije da navede拧 makar kao izvor neku od tih izjava Koja je razlika izme膽u re膷enice the HerzegBosnian leadership is presently awaiting trial at the ICTY on charges including Crimes Against Humanity i navo膽enja konkretne optu啪be za zlo膷in Svaki zlo膷in bez obzira na nacionalnost treba biti ka啪njen Zar su crvena krvna zrnaca nekog zato 拧to je jedne nacionalnosti imuna na ratne zlo膷ine  Pro膷itao sam tvoju molbu da ne ubacujem stalno iste stvari i evo pro膷itaj sve 拧to sam napravio napisao proradi na formulaciji i slobodno ubaci moje promjene u tekst u dogledno vrijeme UserCehaCeha,no
549,00e7b4494b17493d,  In traditional Basque usage Guipuscoa was the provincia Check Philotea from 1821  Topatuco dute bear bada Provinciaco eusquerarequin batian Nafarroacoa Vizcayacoa ta Arabacoa  They will find maybe along the Basque language of the Province ie Guipuscoa that of Navarre Biscay and Alava  However as you say the Ley de Territorios Hist贸ricos created this new category for reasons unknown to me   ,no
550,00e7cda69b598e91, It actually matters very little whether the project members are coordinating to combat what they perceive as a liberal bias or simply coordinating to push a rightwing POV The practical result is the same this project organizes editors along specific ideological grounds and coordinates their efforts to advance that ideology A WikiProject which explicitly organizes editors by partisan political ideology while not categorically forbidden has an immense potential for abuse Not only have project members failed to address that potential constructively and proactively but theyve consistently and stridently refused to believe that any such potential for abuse existsThe more Wikipedians observe this project in action the more expressions of concern like those above youre going to receive  because the way this project currently functions is inimical to Wikipedias policies and best practices and there appears to be zero desire on the part of active project members to grapple with goodfaith concerns Instead in keeping with the general battleground mentality embodied in this project the response has been to bunker down circle the wagons and hit back aggressively at any concerns that are voiced  ,no
551,00e8e19baaa1891f,  You cant just say thats crap and remove it without gaining a consensus You already know this based on your block history 鈥?,no
554,00e9df65f18ff86b,I dont see the purpose for including Prathers comments on his personal behavior  This has no place in an encyclopedic article  It is disappointing to see this in wikipedia just as it would be disappointing to find in the Islam entry comments from a muslim cleric stating that practising Islam made him act violently and destructively  People are responsible for their behavior not religions or philosophies,no
559,00eb84c5fcf528c6,If ya not still fuk u,yes
566,00f04287ddb123d8,I had changed the SS Template Its all finished and all right now,no
568,00f0730335f76284,He really is procriminal  Not a nice guy,no
570,00f0f5160a5d60b1,  Welcome to hell Check your selfrespect at the door      ,no
571,00f14576e729af5e,no hes not he have his own show whihc is a cheap copy of ragu romeo show and hes only popular because of stupid people who auditions and watch this gutter show,yes
575,00f294c53a1daba6,  I agree 150000000 is ridiculous that would be half of all Arabs   ,no
576,00f2c330b028071a,It has been talked about here and  here Cheers,no
577,00f35270f5811824,When we get is they expect it to fade away Well with the gear theyre releasing theyre not helping their own cause are they,no
578,00f496156c7ace6b,丨丕賵賱 賯乇丕亍丞 氐賮丨丕鬲 丕賱賲爻丕毓丿丞 賵丕賱鬲毓賱賷賲丕鬲  ,no
579,00f4c4e654a41594, The Grotty Knackers CSD   Hi I removed your CSD tag from The Grotty Knackers since the article doesnt seem to be vandalism that requires a deliberate intention to harm the encyclopaedia which I dont see here The articles obviously a misplaced addition but I think its important not to use the word vandal loosely I replaced the tag with a PROD and then belatedly realised that A7 applies so added that instead Cheers,no
584,00f5961a75d3ed4e, Apartheid is Affirmative Action   Well the whites were outnumber 1 to 11 so I guess one could argue that they were just making up for that,no
585,00f71457fa67558f,If thats a wig hes been swindled   Poliakoff,no
587,00f7c652f9395ad2,  Oppose Current title is more suitable per   and most source doesnt use a capital C    Plus you also have frequently made unfinished controversial page moved by redirecting template to article such as what you have done in here and here along with  which lead you been blocked twice 聽 ,no
589,00f815db824089df,Its been nearly a week and theres been no objections Ive stuck up the merge templates  What is the consensus on this then  Same reasons as listed above  ,no
593,00fa6f5aa87501ea, Iqbal and the West Image    Nolelover Use common sense to understand the CN template purpose before involving into Edit warring by reverting plz ask for the specification if you of dont understand the purpose of edit   Germany  This image not only gives the name of street but also claims that there is a street in Heidelberg Germany which was Honored in the name of M Iqbal   and if you understand that for every claim we need to provide the source either provide the reliable source for this claim or place back the CN template Or give the valid reason why there should not be any source for this claim,no
598,00fcefbf22325873,Yeah but rolling isnt really the topic here which although illdefined in the lead seems to be Rotatory propulsive systems in living organisms Having the whole organism rotate is outside that scope     ,no
603,00ffc27a419201de,  Ive removed the frivolous criticism section  ,no
605,0100ec69382951cf,1 There are THREEE reasons given I even numbered them for the hard of understanding 2 There was no abuse in my edit summary or in my statement above 3 I am not sure how you Are trying for the moral high ground and then start snidey comments and what the hell either of my late grandfathers have to do with this or you is beyond me and rates as possibly the most childish comment Ive seen on Wiki for a while ,no
